text,label
Anna full wand ayti song,3
ದಿಯಾ ತುಂಬಾ ಚೆನ್ನಾಗಿ ಇದೆ ಎಲ್ಲರೂ ನೊಡಿ ಆದರೆ ಚಿತ್ರಕ್ಕೆ ಸರಿಯಾದ climax ಬೆಕಾಗಿತ್ತು,3
@Nandi Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ತುಲ್ಲಗೆ ನನ್ ರಸ,2
Super rakshit hands up songs super,0
Super video anna,0
Nice song Sri super  superhit,5
idu avane Sri man narayan,0
Sachin Yalaburgi u,5
ಶಂಕರ ಅಶ್ವತ್  ಕಷ್ಟಪಟ್ಟು ಜೀವನ ನಡೆಸುತ್ತಿರುವ ಉತ್ತಮ ಗುಣಮಟ್ಟದ ವಕ್ತಿ,0
ಕಾಯಕವೇ ಕೈಲಾಸ ಎಂಬ ತತ್ವವನ್ನು ಪಾಲಿಸುತ್ತಿರುವ ಕಲಿಯುಗದ ಮನುಷ್ಯ ಮತ್ತು sir ನಾನು ನಿಮ್ಮ ತಂದೆ k s ಅಶ್ವತ್ಥ್ ಸರ್ ಅವರ ಅಭಿಮಾನಿ,0
Best movie in Kannada🤘🤘🤘,0
KGF 2 songs bartave with bang bang BGMs.,0
ಸಕ್ಕತಾಗಿದೆ ಮರಯ,0
@Rajesh0823 R all//p,5
Super rakhit we love u and kannada,0
1.8k dis likesn ನಂಗೆ ಅನ್ಸುತ್ತೆ  🤔🤔ಇವ್ರೆಲ್ಲಾ ರಶ್ಮಿಕ ಮಂದಣ್ಣನ ಫ್ಯಾನ್ಸ್ ಅಂತ,3
Communist Sarkar beku bharat dalli nu nam avrige freedom jasti agide,0
Cute kushii Ravi,5
ಹಿಂದಿ song innu yake relise agilla,0
Nannu nimma fan sir,0
Yavdadru habba raja Dina dalli release madbekitttu odtittu ..,0
Don't Post FAKE videos,3
Big boss kannada dalli ententa kachda jana haktare. Inta Olle janrana haki.,4
Bigg boss nalli kalisri nijwaglu help maadida haage aaguthe intha olle artist ri ivaru kasta dalli iddaare,0
Inta kate matte matte krlbeku ansatte super,0
ಚರಿತ್ರೆ ಇದೆ. ಇದು ಒಂದು ದಂತಕಥೆ.,0
Vijay prakash  voice is super,5
O my god,5
Guru Pub G game.....,0
@Sachin Sachin p,5
@Lavanya gowda Tan Q Sister,5
Awesome song,5
tippa super,5
En chindi bgm guru sakkath....Jai ASN... from Appu abhimani,0
obba batta na gi. e rethi bare you du sare alla. namma darmmake.nave.......,3
Mutturaj Melageri k,5
ಸೂಪರ್ ರಿ ಸರ್,0
Adru namboru thumba Jana edare sir,0
ಸೂಪರ್  tune,1
I like it in kannada,5
A nice song,0
Super  ..,5
@Nandi Parthasarathi nimma yashini boobs gojjekesari acting ge Oscar award fix,2
Ee song nodtha eroru ennomme trailer nodi.....,0
TREND SETTING SONG,0
Ur super guru,0
ಕನ್ನಡ ಸಿನಿಮಾಗಳಿಗೆ ದಯವಿಟ್ಟು ಸಪೋರ್ಟು ಮಾಡಿ,0
ಎನ್ making ಗುರು,0
ಅದ್ಭುತವಾದ ಚಿತ್ರ ಆದ್ರೆ ಚಿತ್ರ ಮಂದಿರದಲ್ಲಿ ನೋಡಲಿಲ್ಲ ಆ ನೋವು ತುಂಬಾ ಕಾಡುತ್ತಿದೆ,0
Mast aitu tik tok ban maadi evella odo du bare yodu bittu bari tirpe shoki maadi nandu istu talent ankotir wa yalla dabba nan maklige Sari yaagi paata kalisi dange aitu. Study bage awrige Care idde iddilla iga nodona yestu awar talent anta. Taawe tik tok maadi tammanne brilliant anta tilkoluwara Talente,3
nice kalaa....ncontinue madu...,0
All song super,5
தியா ஒரு அழகான காதல் காவியம்.அனைத்து மொழியிலும் ஓர் தாக்கத்தை🤕 ஏற்படுத்திய திரைப்படம்.தமிழ் மக்களின் சார்பாக எனது மனமார்ந்த வாழ்த்துக்கள்.🤝,5
Pakka charitre srustisooo avataara....,0
I feel this vijay prakash singing tune same as kotigobba kotigobba,0
ಭಗವಂತ ನಿಮ್ಮನ್ನು  ಮತ್ತು ನಿಮ್ಮ ಕುಟುಂಬವನ್ನು ಸದಾಕಾಲ ಕಾಪಾಡಲಿ.... ಒಳ್ಳೆಯವರಿಗೆ ಒಳ್ಳೆಯದೇ ಆಗುತ್ತದೆ....,0
Super.. I ತರಹದ song ಕೇಳಿ ತುಂಬಾ ದಿನ ಆಯ್ತು,0
Love you my Boss rakshi setty,5
What a music ... nWhat a lyric...nWhat a choreography.... nWhat a camera working......nTotally awesome ... nನಿಜಕ್ಕೂ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ... nಅಜನೀಶ್ ಗುರುಗಳೇ ನಿಮಗೊಂದು ಸಲಾಂ...nರಕ್ಷಿತ್ ಶೆಟ್ರೆ ಒಳ್ಳೇದಾಗಲಿ ..nಮೂರು ವರ್ಷ ಪಟ್ಟ ಶ್ರಮ ಫಲಕೊಡುವಂತಾಗಲಿ..... All the best to you sir,0
Anna e game yavudu,0
ಸೂಪರ್ ಏತ ಆಗಿನ ಕಾಲದಲ್ಲಿ ಸೂಪರ್ ಸ್ಟಾರ್ ತೋಗರಿ ತೀಪ,0
super ತೊಗರಿ ತಿಪ್ಪ,0
@ashwini p avunu dagar Devarakonda DD,5
OMG ಟಿಕ್ ಟಾಕ್ ನಿಂದ nಚೈನಾದ ಬೋ* ಮ* 7,0
I want to see everedy I like it,5
super super boss,5
Super performance prju,5
Chen aged really like kode,0
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ,0
ತಿಪ್ಪ ತಿಪ್ಪ ತೊಗರಿ ತಿಪ್ಪ,0
two dislikes I think it may be rashmika and devarakonda,2
@Ashwini Hr yeaa,5
Super guru nenu,0
theatre alli nodokke nangu esta.theatre alli movie ella andre henge nodokke agutte.nimhantavare theatre alli nodirtiro elvo yarigottu.tilkondu matadi sir  @Nuthesh Naik,2
Rakshit sir on fire ...benki..ollede aythu ha dagar inta olle vekthi ge siglila,0
Vaal kachidu bhal Nagu tarastri....Bhari Ada ri kati...,5
U r super bro,5
ಯೇ ಇವ್ರೇನೋ ಮಾಡ್ತಾರ್ ಕಣ್ರಪಡಬ್ಬಾ ಮೂವಿ ಮಾಡಿ ಮಾತುಮಾತಿಗೂ ನಮ್ ಮೂವಿ different different ಅನ್ನೋರ್ಗೆ ಈ ಮೂವಿ ನೋಡಿ ಜ್ಞಾನೋದಯ ಆಗ್ಬೇಕು...ಇದು ಗೆಲ್ಲುತ್ತೋ ಇಲ್ವೋ ಗೊತ್ತಿಲ್ಲ but ಇತಿಹಾಸ ಬರೆಯೋದು guarantee,0
@Kiran Kumar Halijol yes pa.. observe madlilla,0
ಈ ಕಾಲದಲ್ಲಿ ಒಳ್ಳೆತನಕ್ಕೆ ಬೆಲೆ ಇಲ್ಲ ಮತ್ತೆ ಗೆಲ್ಲುವುದು ಹೇಗೆ,0
ಹಾಡಿನ ಫುಲ್ ಅವನೇ ಶ್ರೀಮನ್ ನಾರಾಯಣ ಇದಾನೆ(ಶ್ರೀ ಕೃಷ್ಣ) ಅವನ ತತ್ವ ಗಳೇ ಇದಾವೆ....ಲಿರಿಕ್ಸ್ BGM ಅಂದ್ರೆ ಇದು,0
2nd song(Narayana) releasing tomorrow @11,0
100 million agalla BRO,1
ಸುಪರ್ ತೊಗರಿ ತಿಪ್ಪ,0
ಸರ್ ನಿಮ್ಮ ನಿರ್ಮಾಪಕರ  phonepe or paytm or Amazon pay ಅಕ್ಕೌಂಟ ನಂಬರ್ ಇದ್ರೆ  ಕಳಿಸಿ... ಸಿನಿಮಾ ನೋಡಲು ಆಗದೆ ಇರೋದ್ರಿಂದ ದುಡ್ಡು ಹಾಕ್ತೀನಿ... I missed a wonderful movie,0
Rocking star and simple star,5
Yes bro nanu Chinese apps galna delete madidhini . E thara innu jasti video madi bro . E thara good message viedio madthairi,0
It's a kannada song..nLots of love from karnataka,5
I love to learn Kannada languagenI love to speak in KannadanBecause I'm from KarnatakanKunda nagree Karnataka,0
@Nandi Parthasarathi ನಿಮ್ಮ ಅಪ್ಪ ಸೂಳೆಮಗ,2
I love promod sir voice,5
Togari thippa bahala chanagide,0
Hats off bro  ಕರೆಕ್ಟಾಗಿ ಹೇಳಿದ್ದೀರ ಬ್ರೋ,0
@Ŕävîñđŕå_02_GøWđřú bro evnu venkatesh kulkarni avr comments ge reply madidane adanna odudre nin education EE flop,0
Super  guru  jai  hind  neenu  nijavada  barathiya mattu  karnatakada  hemmeya putra  I love you  brother,0
ಸ್ವಾಭಿಮಾನಿ ಶಂಕರ,0
Ramesh Snakannanavar you have to go to a,5
6 dinagalaadru innoo trending nallide,0
@vinay vinu ಇವ್ನು ಯಾರ್ ಗುರು ನಂದೆಲ್ಲಿ ಇಡ್ಲಿ ಅಂತವ್ನೆ,1
Sachien  karnatakada cinemadalli adbuta nata ivara tande nanu bala ista pado vekti abarigondu nanna abhinandane,0
Jai ASN nJai Karnataka,0
Trailer super guru,0
ansodenu avrdu love merrid soo life ali obrigobru arta madkondu nambke na beliskondu prethina uliskondu... chanagiri,0
Good  job,5
Pistol look like flare gun...nnJai pubg..,0
Jai D Boss,0
Karthiks Reddy ನಿಮ್ಮ ಉತ್ತರ ಆಂಗ್ಲ ಭಾಷೆಯಲ್ಲಿ ಇಲ್ವಾ ಅದೇ ಥರಾ,0
@Revan kumar khare heldi🤣,0
ನನ್ನ ಪ್ರಕಾರ ಸಿನಿಮಾ ನೋಡೋದಕ್ಕೆ ಬಂದವರಿಗೆ ಒಂದೊಂದು ಈರುಳ್ಳಿ ಉಚಿತ ಅಂದ್ರೆ ಜನ ಸಾಗರವೆ ಬರಬಹುದು,0
Good job.....,5
Right bhai avarige barabari shock aagide,0
Avlu lofar .....nan sister Diya papa amezon a to z super next relece I m going,2
Is it omg,5
Acchaa kannada...soopr song....,0
pakka prufff kodi,1
Indian filmsnBefore ASNnafter ASN,5
4.19 ....SRK Pose,5
ರೋಮಾಂಚನ ಅದ್ಬುತ ಹಾಡು,0
I like so much,5
I hope salmaan vai didn't watch it,5
300 plus ಕೋಟಿ ಪಕ್ಕಾ,0
ಇದೊಂದು ದುರದೃಷ್ಟ ವೇ ಸರಿ ಇಂತ ಮ್ಯೂಸಿಕ್ ಇಂತ ಲಿರಿಕ್ಸ್ ಇಂತ ಬ್ಯಾಗ್ರೌಂಡ್ ಎಡಿಟಿಂಗ್ ಎಲ್ಲ ವಿಭಿನ್ನ ಸುಂದರ ವಾಗಿದ್ದರು 6 ದಿನ ಕಳೆದರು ಕೇವಲ 2.2M ಅಂದ್ರೆ ಬೇಸರದ ಸಂಗತಿ nಯಾವುದೋ ಪರಭಾಷಗಳಿಗೆ ತೋರಿಸೋ ಪ್ರೀತಿ ನಮ್ಮ ಕನ್ನಡ ಚಿತ್ರಗಳ ಮೇಲಿಲ್ಲ.,4
Super   music,5
Theater alli beats sakath agi kelsta ettu guru,0
nanu Attidini climax nalli,0
O mareya ava chiranjeevi alla shaapa erutte,2
Telegram alli download maadkondu nodidare...theatre alli kammi,1
Bhai koi Mysore se he ky,5
En sir lyrics. Superb,0
@Deekshit Chandra,5
Nemma anna antha barthane nodu avana hodibeku guru first Gubal Nan maga,0
Namma Huduga super agi madavnne super darlings,0
Re release madi pakka node nodthare... Evaga yav theater allu ella nodoke. Movie tumba chennagide,0
@#win 12 yello yaavdo beedhi soolege huttironu neenu ansutthe....adakke nin hesru haakolde yavdo no. haakondidya.... leay child chapati nin no. ond kodu saaku nin dove na nin munde ne keaytini...... asht saaku nange....,2
Bro tik tok gottlla but entertanment ge roast video nodtidde istu dina avrge roast madiro videos ginna idralli niv avrge use madiro words hudgiro style superb repeat madi madi nodbitte ee video..,0
ಅಭಿನಯ ಚಕ್ರವರ್ತಿ ಅಭಿಮಾನಿಗಳ ಶುಭ ಹಾರೈಕೆಗಳು,0
sir nivu kottiguobbru,0
ಮಹಾನ್ ವ್ಯಕ್ತಿಯ ರಕ್ತ ಅಲ್ಲವೇ,0
ಹೌದು... ಸ್ಪೂರ್ತಿಯ ಮಾತುಗಳು..... ನಿಜವಾದ ಕಲಾವಿದನಿಗೆ ಬೆಲೆ ಇಲ್ಲ....ಶಂಕರ್ ಅಣ್ಣನಿಗೆ ಒಳ್ಳೆಯದಾಗಲಿ,0
ನಾಲ್ಕು ಯುಗಗಳು ಮುಗಿದ ಮೇಲೆ ಪುನ,0
Movie nodilla andre nimagu “ HANDS UP !!!!!”,0
My favorite song in 2019 is Taaja samachara   ಸಾಹಿತ್ಯ ಪ್ರಿಯರೇ ಒಮ್ಮೆ ಈ ಹಾಡು ಕೇಳಿದ್ರೆ ಕೇಳ್ತಾನೆ ಇರ್ಬೇಕು ಅನ್ಸುತ್ತೆ....  Everybody watch this,0
ಗುರು ಉತ್ತರ ಕರ್ನಾಟಕ ಭಾಷೆ ದಾಗ ಗುಮ್ಮಿದಿ ಬ್ರೋ ಸೂಪರ್,0
ri tippa  supper,0
Super movie,5
ನಿಜಕ್ಕೂ ಗ್ರೇಟ್ ಪರ್ಸನ್,0
Hindi varjan relis made,0
Super ulti song,5
ರಿಷಬ್ ಶೆಟ್ಟಿನಾ ನೊಡಿದ್ರ,0
Kolath hogiro kobhari mukadhavale🤣🤣🤣,0
Super song bro,5
Adi dia super acting🥰,0
Super Hitt song,5
Shaata daagar fans,3
ನಿಮಗೆ ಸರಿಯಾಗಿ ಅರ್ಥ ಆಗ್ತಿಲ್ಲ ಅಮರಪ್ರಸಾದ,0
Love from kerala,5
Super anna bindass agi mathadiddira inshatu makake ugudru kelavar adaralli erthivi navu anthare antha mental people na mental hospital ge akbeku,3
Super song love u,5
ಸೂಪರ್ ಜೈ D ಬಾಸ್,0
. .nanu 10 bari nodidene. nSuper.,0
ಡಾ.ಶಂಭು ಬಳಿಗಾರ ರವರ .....nತೊಗರಿ ತಿಪ್ಪ (ಜಾನಪದ ಹಾಸ್ಯ ಚಟಾಕಿ)  ಅಧ್ಬುತ  ನಿರೂಪಣೆ,0
He is like NTR nNTR FANS SUPPORT HIM ALWAYS nRIKSHT SHETTY AWESOME,0
@Nandi Parthasarathi balegar bale bale 🤣🤣🤣 matte ninna akkna minda kano nanu mindri magne randi maga ninu bere heros bagge kettadagi comments madodu bidu navu yaru tantegu hoglla boss tantege bandre gottala,2
hate tik tok,5
@Troll Stupid Fans nin Amman thullu sulemagne gaandu nayi sulemakla mucchkondiro Nim Amman thullu GE devegowda du halasiro thunni hakbeku rande soole magne nayisulemagne kachada byavarsi soole rande magne nayisulemaga nim appa chaappar nan maga sulemaga,2
Jeevana channagi arta  madkondeedare nnShankar Ashwath avar  nNice,0
Hats up rakshit,0
very nice story,5
Jai Rakshit shetty,5
Nimma Narayana na avathara Charithre Srustisali..... Olledagali,0
Super bro,5
Super super D Boss,5
Super. Guru.,0
Super signature step..,0
Super guru munduvarisi,0
ನಿನ್ನ ಪಿಂಡ...,2
ಕಂಕಣ ಸೂರ್ಯ ಗ್ರಹಣದ ಸಮಯದಲ್ಲಿ ಯಾರ್ ಯಾರ್ ನೋಡ್ತಿದ್ದಿರಾ...,0
Jai d boss,5
Sexy song guru,0
Idanna odidre nimdu kuda love marriage anta namg ansta ide,0
Tik tok beku anthideralla kelobbru nim antha thale edukaru bere yaru ella namma arthikathe nela kachhisida country ge nimma support alva nijvada shathrugalu avr alla nam ollgadey ero nivu...,3
Super bro,5
Full movie send.,5
Chinada tiktok CEO helidanante bharatadalli  iruvashtu somarigalu berellu illa anta idarta avara deshadavare aa app annu ashtu use madtilla  bharatadalli koti gattale use madtidare. Banne maadida modi sarkarakke danyavadagalu nnJai JAWAN Jai KISAN nJAI HINDH,0
hello amar prasad tumbha chenda itthu nimma ee pryatna saakashut vishyagalannu  munde ittiri idu namege gothe iralilla. china nijakku entha samartha desha deshpreemigale tumbiruvantha desha moodalu nammale ee daridara raajakihavannu oddu military adalita barabeku ega itndu kobbiruva raajakaarnigalaga asthi pasthigalannu ondu rupeenu beedade kitthukondu avarannu beedhi bhikharimaadidare namma desha sirivanthavaaguvudaralli no doubt,3
ತೊಗರಿ ತಿಪ್ಪ  ಸ್ಟೋರಿ ಸೂಪರ್,0
ಈಗಿನ ಕಾಲದ ಸ್ವಾಭಿಮಾನಿ ಮನುಷ್ಯ Hand's up sir,0
Supper  p boss... Yar unlike madidhare nodi.. urkondu saytor anta,3
Vijaya prakash voice,0
Yenta mat andi yappa,2
10 lla 11 pramuka  kaarana  boy behano modi,0
Avlge avra appaniginta pakkada mane uncle tumbaa esta adke bro,2
ದಿಯಾ ತಂಡಕ್ಕೆ ನನ್ನ ಕಡೆ ಇಂದ ಕ್ಷಮೆ ಇರಲಿ... ಇಂತ ಮೂವೀನ ಥೀಯೇಟರ್ ಗೆ ಹೋಗಿ ನೋಡಿಲ್ಲ  ಅಂತ ಬೇಜಾರ್ ನನ್ನ ಕಾಡ್ತಾ ಇದೆ...nPlease sir ಮತ್ತೇ ರಿ ರಿಲಿಜ್ ಮಾಡಿ ....,0
ಎನ್ ಗುರು ಎನ್ ಲಿರಿಕ್ ಎನ್ ಮ್ಯೂಸಿಕ್ ನಮ್ಮ ಮನೆಯಲ್ಲಿ ಈ ಹಾಡಿಗೆ ಫುಲ್ ಫೀದ ಆಗಿದರೆ,0
KGF (chaffer 2) bega bara beku,0
Nanu 999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999 sala ee songaanu keele dini,0
5 days trending,0
Bro nivu super,0
Trailer tumba channagide,0
Prajwal Devraj is Back,0
Yelru mobile nalli nodidare theater hogi nodrapoa plz,0
6 6 6 6 6 6  super 30,5
Well said sir,5
Nijavaglu kannadiga agiddakke hemme agtide guru,0
Niv supper boss,0
Say say say sayta,5
@Nithya Sudha avaru devategalu devategalige Ella bhashe barutte,0
Nandini Parthasarathi d bass ge jai,0
Shivu m Hikkangutti v,1
havdhu Nama manegu bandhidha .asshvathama,0
ಬಂದ ಬಂದ ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣnHands up,0
Nandini Parthasarathi ascar just miss n,2
Eshttu sari kellidaru besaramudada haddu,0
Song chindi chitranna guru,0
@varshini hmk yeha I know ...,5
Who is dagar .... Rashmika ...?,5
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,0
ha nam manegu bandiida ...,1
This song like drinking,5
Salute to you sir,5
Nimge Nijavagalu netiyagiddra,0
Most super song,5
Supper anna,0
@Shrthi Shrthi huiuu,5
Next scene saanvi,5
Song super agi edey,0
Heroine ge jamba ella,0
Gichhh movie,5
God bless you sir,5
Marethidhru iga merili,0
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,0
Super dance stepppppp,0
Like goskara ivella beka 🤦‍,1
ನಿನ್ನೆ ಅಷ್ಟೆ movie ನೋಡಿದೆ.movie,0
lo thagari thippa suppr kano,0
I'm big kiccha&rakshith Shetti fanzz,0
ಕನ್ನಡದಲ್ಲೇ ಹೊಸ ಅಲೆಯನ್ನ ಎಬ್ಬಿಸ್ಸೋ  ಅವತಾರ ಅದುವೇ ಅವನೇ ಶ್ರೀ ಮನ್ನಾರಾಯಣ All The Best ಅವನೇ  ಶ್ರೀ ಮನ್ನಾರಾಯಣ Best Wishes ಅಖಿಲ ಕರ್ನಾಟಕ ರಾಕಿಂಗ್ ಸ್ಟಾರ್ ಯಶ್ ಅಭಿಮಾನಿಗಳ ಸಂಘ,0
Super I like him,5
Swamake or Remake....?,0
ಸೂಪರ್ ಸೂಪರ್  ಚೆನ್ನಾಗೆ ಉಗಿದಿದ್ದೀರಾ  ಅನ್ನ ಕೊಟ್ಟ ಮನೆಗೆ ಕನ್ನ ಹಾಕೋ  ಬೇವರ್ಸಿಗಳು  ಚೀನಾ,0
E film adru chenag odli,0
Boring agidre All India Trending agtirlilla🤣,0
We varshada super song,0
Sariyagi promotion maadade cinema haal maadtarapan(Hindi Song Elranna?),3
ತೊಗರಿ ತಿಪ್ಪ ಭಾಗ 2 ಅಪ್ಪ್ಲೊಡ ಮಾಡಿರಿ,0
Song is amazing,5
Dbøss munde ivanu baccha,2
ನನಗೆ. ಯಾದೀಮೇ. ಶಾದೀ.ಹಾಡುಗಳು.ಬೇಕಾಗೀವೇ,0
ಸೂಪರ್ ಟ್ರೈಲರ್nಇಂಟರೆಸ್ಟಿಂಗ್ ಟ್ರೈಲರ್,0
Hi sir supnHasage  eddastu kalu chachu  nAnno gadae evattu nim nudigalu gottyatyu sirnUr grate sir,0
Shrinidhi surya avru idre chanagirutte,0
ಅಬ್ಬಾ ಏನ್ ಗುರು ಟ್ರೈಲರ್,0
e hadu kannada vanne yetti tori charitre shrustiside edu kannada da hemme,0
ಮೊದಲು ನಾವು ಬದಲಾಗ ಬೇಕು,0
ಇದು ಚರಿತ್ರೆ ಶ್ರುಷ್ಟಿಸೋ ಅವತಾರ,0
Vaidyo narayano Hari,5
tugari thjppa super,0
Fork bisakiddu pakka #Shaanvi. Trailer alli iro dialogue next scene.,0
yella OK iee aroygyake hankaraka bidi yake,1
ಸೋಮಣ್ಣ ಸರ್....... ಮತ್ತೊಮ್ಮೆ ಅಭಿನಂದನೆಗಳು.... ಇವರು ಸಮಾಜಕ್ಕೆ ಒಂದು ಮಾದರಿ..... ತಾನು ಮಾಡುವ ಕಾರ್ಯದಲ್ಲಿ ಇರುವ ಹೆಮ್ಮೆ......,0
Avane Srimannarayana beats KGF,0
Super song R S fans,5
Idu Fantasy Film tara kantide alva?,0
@Nandi Parthasarathi ಅಲಾ ಹಾದರಗಿತ್ತಿ ನಿಮ್ಮದು ದೊಡ್ಡ ತುಲ್ಲು ಬಿಡೆ,2
I have listened 1st time ok ok,1
ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ಪಾರ್ಟಿ 2 ಬರುವಂತಾಗಲಿ,0
En helde bro,0
ಯಾರು ಆವಾಗಾವಾಗ ಬಂದು ಹಾಡು ಕೇಳ್ತಾ ಇದ್ದೀರಾ ...? nಒಂಥರಾ ಚೆನ್ನಾಗಿದೆ,0
Super bro,5
ಗುರುವೇ ಅದು GTA5 pubg ಅಲ್ಲ,0
ನಮ್ಮ ದೇಶದಲ್ಲಿ ಓತ್ಲಾನೆ ಜಾಸ್ತಿ,0
Sir nivu news helida hage heltiri sir,2
ಗುರು ನಿನ್ನ ಪಾದ ಝೆರಾಕ್ಸ್ ಮಾಡಿ ಕೊಟ್ಟ ಬಿಡಪ್ಪ,0
Yabbbaaa nijavglu nan anirud acting ge fan gbitttee.. Awsm..,0
ನಮ್ಮ ದೇಶದಲ್ಲಿ ಎಣ್ಣೆ ಗೆ. ಇಂಪಾರ್ಟೆಂಟ್ ಕೊಡ್ತಾರೆ..,4
Anna super aaegi magadheera videos entertainment new folder,0
ಸೂಪರ್ ಅದ್ಭುತವಾದ ಸಿನೆಮಾ,0
Jai D Boss,5
I love ರಕ್ಷಿತ್,0
Shetre song soooooper,0
Super duper movie kananda movie industry no1 movie,0
jana theatre ge bandilla aadrinda collection kadime aagide,1
@10 R Ayyo hogo thukalli gandu,2
Pls put it in jio saavn music,5
Bucket fans like here,5
@VARAPRASAD K K haa nin Amman tulldeepanna,2
All the BEST SANDALWOODಒಡೆಯಾ ಡೀ ಬಾಸ್ ಫ್ಯಾನ್ಸ್,0
ಈ ಚಿತ್ರ  ಕನ್ನಡ ಚಿತ್ರರಂಗಕ್ಕೆ ಇನ್ನೊಂದು ಪ್ರಮುಖ ಮೈಲು,0
ಈ ಕತೆಯಲ್ಲಿ ಅವನನ್ನ ಹುಡುಕತಾ ಇದಿಯಾ nಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ( ಕಳುವಾದ ಲೂಟಿ)nಅವ್ನು ಯಾರಿಗೂ  ಸಿಗಲ್ಲ nಕೊನೆಗೆ ಎಲ್ಲದಕ್ಕೂ ಅವನೆ ದೊರೆ..(ಶ್ರೀ ಮನ್ನಾರಾಯಣ)nಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ,0
Singer voice awesome,0
@Venu ahgbowdu.,0
ಪ್ರಪಂಚವನ್ನೇ ನಡುಗಿಸುತ್ತಿರುವ ಉಗ್ರವಾದ ಕರೋನಾಗೆ ಶಾಕ್!!nರೂ.50,2
ದಯವಿಟ್ಟು ನನ್ನ ಸಂದೇಶ ನೋಡ್ತಾ ಇರೋ ಎಲ್ಲಾ ಸಾಹಿತ್ಯ ಬರಹಗಾರರಿಗೆ ದೊಡ್ಡ ವಿನಂತಿ.. ಸಾಹಿತ್ಯನ ಅಚ್ಚ ಕನ್ನಡದಲ್ಲಿ ಬರೆಯಿರಿ ಇದೆ ಥರಾ ದಯವಿಟ್ಟು,0
Mostly rashmika mandanna fans erbeku🤣,0
ನಿಮ್ಮ ಚಿತ್ರಕ್ಕೆ ಶುಭವಾಗಲಿ n ನಿಮ್ಮ ಕನ್ನಡಿಗ.,0
ಗುರು .. ಉಪೇಂದ್ರ ಅವರ Dialog....  Super,0
Paramvah Music as,5
Superb trailer ......,0
Nice,0
Nivu great sir swabhimani sir Ella namma preethiya geleyaru hege yara,0
Kannada ne barolla,2
Super  bro,5
ತುಂಬಾ  ಚೆನ್ನಾಗಿದೆ ಟ್ರಯ್ಲರ್ ಲುಕ್ ತುಂಬಾ  ಚೆನ್ನಾಗಿದೆ ಸೂಪರ್  ಒಳ್ಳೆಯದಾಗಲಿ,0
Super Duper song,5
Ditto shankranna kandru aa step hakovaaga,0
1st ಶೋ ಅಷ್ಟೆ ಅಲ್ಲ,0
Pakka hit aguthee,0
E film kgf level ig erbhodu annoru like maadi adunnu meersbhodu annoru comment maadi ...,0
D boss bro dainamic price Prajwal Devaraj,0
Super bro...... Well video for tiktoker,5
Uppi dialog ultimate ella sede nann maklu,0
@AJITH S SHETTY yak uribeku.,1
Like from Kasaragod,5
Edu charitre srustisuva avatraaa,0
Loll pm llollpllllplllllllllpllpllplllllllllllllllllllllolllllnOlplnLol LMK ppllllllloll,5
bro nim video super china da appp use madbardu annod sari k nivu e china game pubg adthiralla bro nivu next video na e pubg game enda madbedi nan nimna geli madthaedini ankobedi,0
Sir Nimage devru nimjote erta,0
Super Anna,0
ಕನ್ನಡ ಸಿನಿಮಾ ರಂಗದ ಸುವರ್ಣಯುಗ ಈ ಕಾಲ ಎಂದರೆ ತಪ್ಪಾಗಲಾರದು.nಅದ್ಬುತ ದುಷ್ಯಕವ್ಯ ಈ ಸಿನಿಮಾಗಳು.nGolden time for Kannada film industrynMungaru Male,0
Bari mosa Kano,2
Life Alli esto movie nodidivi adre diya movie astu yavdu  ista agtilla. Diya nodid mele love madbeku,0
ನಾವು ವಾಕ್ ಸ್ವಾತಂತ್ರ್ಯದಲ್ಲಿ ಸೂಪರ್ ಪವರ್ ಆಗಿದ್ದೇವೆ...ಎಲ್ಲಿ ಪ್ರಜೆಗಳಿಗೆ ರಾಜನ ಭಯ ಇರೋದಿಲ್ಲವೋ,0
ಎಲ್ಲರೂ the best ಆಗಿ ಕೆಲಸ ಮಾಡಿದಿರ,0
Tik tok ogidke urkondu ಉಪ್ಪಿಟ್ಟು agore bro,0
Genuine information nimdhu,0
Luv from karnataka,5
super  sir,0
ಅಲ್ಲಾಉದ್ದೀನ್ ಯಾರು ಸರ್,0
